,precision,recall,f1-score,support
defect,0.9692307692307692,0.9130434782608695,0.9402985074626866,69.0
non_defect,0.9178082191780822,0.9710144927536232,0.9436619718309859,69.0
accuracy,0.9420289855072463,0.9420289855072463,0.9420289855072463,0.9420289855072463
macro avg,0.9435194942044257,0.9420289855072463,0.9419802396468362,138.0
weighted avg,0.9435194942044256,0.9420289855072463,0.9419802396468362,138.0
