model,fold,train_accuracy,val_accuracy,val_precision,val_recall,val_f1,overfit_gap
hog_svm_cv,1,0.9750566893424036,0.7117117117117117,0.6533333333333333,0.8909090909090909,0.7538461538461538,0.263344977630692
hog_svm_cv,2,0.9727891156462585,0.7297297297297297,0.6911764705882353,0.8392857142857143,0.7580645161290323,0.24305938591652876
hog_svm_cv,3,0.9841628959276018,0.7818181818181819,0.7540983606557377,0.8363636363636363,0.7931034482758621,0.2023447141094199
hog_svm_cv,4,0.9796380090497737,0.7636363636363637,0.7101449275362319,0.8909090909090909,0.7903225806451613,0.21600164541341005
hog_svm_cv,5,0.9728506787330317,0.7818181818181819,0.7246376811594203,0.9090909090909091,0.8064516129032258,0.1910324969148498
hog_svm_cv,mean,0.9768994777398138,0.7537428337428337,0.7066781546545917,0.8733116883116884,0.780357662359887,0.2231566439969801
hog_svm_cv,std,0.004922918761299178,0.0316921782794955,0.03764708227197609,0.0332506212238605,0.023143537772725518,0.02969643308673892
