,precision,recall,f1-score,support
defect,0.9682539682539683,0.8840579710144928,0.9242424242424242,69.0
non_defect,0.8933333333333333,0.9710144927536232,0.9305555555555556,69.0
accuracy,0.927536231884058,0.927536231884058,0.927536231884058,0.927536231884058
macro avg,0.9307936507936507,0.927536231884058,0.9273989898989898,138.0
weighted avg,0.9307936507936508,0.927536231884058,0.9273989898989898,138.0
