,precision,recall,f1-score,support
defect,0.45,0.13043478260869565,0.20224719101123595,69.0
non_defect,0.4915254237288136,0.8405797101449275,0.6203208556149733,69.0
accuracy,0.4855072463768116,0.4855072463768116,0.4855072463768116,0.4855072463768116
macro avg,0.47076271186440677,0.4855072463768116,0.41128402331310465,138.0
weighted avg,0.47076271186440677,0.4855072463768116,0.4112840233131046,138.0
