model_name,accuracy,precision,recall,f1
mobilenet_elu,0.9492753623188406,0.9078947368421053,1.0,0.9517241379310345
mobilenet_leaky_relu,0.9420289855072463,0.8961038961038961,1.0,0.9452054794520548
mobilenet_gelu,0.9420289855072463,0.9295774647887324,0.9565217391304348,0.9428571428571428
mobilenet_selu,0.9347826086956522,0.8846153846153846,1.0,0.9387755102040816
mobilenet_relu,0.927536231884058,0.8933333333333333,0.9710144927536232,0.9305555555555556
