,precision,recall,f1-score,support
defect,0.9272727272727272,0.7391304347826086,0.8225806451612904,69.0
non_defect,0.7831325301204819,0.9420289855072463,0.8552631578947368,69.0
accuracy,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8405797101449275
macro avg,0.8552026286966046,0.8405797101449275,0.8389219015280136,138.0
weighted avg,0.8552026286966046,0.8405797101449275,0.8389219015280136,138.0
