epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.17499999701976776,24.59447479248047,0.125,3.5805723667144775,0.0010000000474974513
2,0.16249999403953552,16.884429931640625,0.125,3.2964651584625244,0.0010000000474974513
3,0.2750000059604645,13.67933464050293,0.125,4.830499172210693,0.0010000000474974513
4,0.2874999940395355,7.938067436218262,0.09375,2.412210464477539,0.0010000000474974513
5,0.23749999701976776,4.323103904724121,0.125,2.4857873916625977,0.0010000000474974513
6,0.20000000298023224,2.3702831268310547,0.125,2.5848705768585205,0.0010000000474974513
7,0.2874999940395355,2.011007785797119,0.125,2.6413357257843018,0.0010000000474974513
8,0.26249998807907104,1.9333372116088867,0.125,2.6571576595306396,0.0010000000474974513
9,0.2750000059604645,1.820758581161499,0.125,2.714423179626465,0.0005000000237487257
