,precision,recall,f1-score,support
defect,0.9552238805970149,0.927536231884058,0.9411764705882353,69.0
non_defect,0.9295774647887324,0.9565217391304348,0.9428571428571428,69.0
accuracy,0.9420289855072463,0.9420289855072463,0.9420289855072463,0.9420289855072463
macro avg,0.9424006726928736,0.9420289855072463,0.9420168067226891,138.0
weighted avg,0.9424006726928736,0.9420289855072463,0.942016806722689,138.0
