,precision,recall,f1-score,support
defect,0.7910447761194029,0.7681159420289855,0.7794117647058824,69.0
non_defect,0.7746478873239436,0.7971014492753623,0.7857142857142857,69.0
accuracy,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174
macro avg,0.7828463317216733,0.7826086956521738,0.782563025210084,138.0
weighted avg,0.7828463317216733,0.782608695652174,0.7825630252100841,138.0
