,precision,recall,f1-score,support
defect,0.9137931034482759,0.7681159420289855,0.8346456692913385,69.0
non_defect,0.8,0.927536231884058,0.8590604026845637,69.0
accuracy,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.8478260869565217
macro avg,0.856896551724138,0.8478260869565217,0.8468530359879511,138.0
weighted avg,0.8568965517241379,0.8478260869565217,0.8468530359879511,138.0
