,precision,recall,f1-score,support
defect,0.7894736842105263,0.8695652173913043,0.8275862068965517,69.0
non_defect,0.8548387096774194,0.7681159420289855,0.8091603053435115,69.0
accuracy,0.8188405797101449,0.8188405797101449,0.8188405797101449,0.8188405797101449
macro avg,0.8221561969439728,0.8188405797101449,0.8183732561200316,138.0
weighted avg,0.8221561969439728,0.8188405797101449,0.8183732561200316,138.0
