train_loss,val_loss,train_acc,val_acc
0.5565781379754869,0.3595321714014247,0.7142857142857143,0.8405797101449275
0.34564017638656663,0.21386789519717728,0.8467908902691511,0.8985507246376812
0.3747232468725485,0.19282271551049274,0.8281573498964804,0.9130434782608695
0.33122844643906285,0.12134771167800046,0.8757763975155279,0.9855072463768116
0.2128683296543224,0.17281441584877347,0.9089026915113871,0.9420289855072463
0.26816362278308437,0.18353945448778677,0.8902691511387164,0.9565217391304348
0.2877288520582961,0.09220931948958963,0.8881987577639752,0.9855072463768116
0.23696373689989125,0.16049429471941962,0.9047619047619048,0.9710144927536232
0.1905039828386366,0.11290511985619862,0.9233954451345756,0.9565217391304348
0.1858012581679885,0.17796124928239462,0.9337474120082816,0.9420289855072463
0.21575484327647998,0.10465961651525636,0.9109730848861284,0.9855072463768116
0.1890334852240347,0.1465046120726544,0.9233954451345756,0.9420289855072463
0.19256963777716424,0.08272427795589835,0.9233954451345756,1.0
0.22167063151210484,0.06851973643769389,0.9233954451345756,1.0
0.21217220762501593,0.07650134032187254,0.9109730848861284,1.0
0.18399376966691658,0.1007582158714101,0.9399585921325052,0.9855072463768116
0.18017002132646046,0.08399144354937733,0.9420289855072463,1.0
0.15670935690834903,0.1207511463890905,0.9399585921325052,0.9855072463768116
0.20167123472345047,0.08101664051629495,0.9192546583850931,0.9855072463768116
0.1735701568378425,0.0737023072830145,0.9461697722567288,1.0
