,precision,recall,f1-score,support
defect,1.0,0.8695652173913043,0.9302325581395349,69.0
non_defect,0.8846153846153846,1.0,0.9387755102040817,69.0
accuracy,0.9347826086956522,0.9347826086956522,0.9347826086956522,0.9347826086956522
macro avg,0.9423076923076923,0.9347826086956521,0.9345040341718083,138.0
weighted avg,0.9423076923076924,0.9347826086956522,0.9345040341718083,138.0
