,precision,recall,f1-score,support
defect,0.8405797101449275,0.8405797101449275,0.8405797101449275,69.0
non_defect,0.8405797101449275,0.8405797101449275,0.8405797101449275,69.0
accuracy,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8405797101449275
macro avg,0.8405797101449275,0.8405797101449275,0.8405797101449275,138.0
weighted avg,0.8405797101449275,0.8405797101449275,0.8405797101449275,138.0
