,precision,recall,f1-score,support
defect,1.0,0.08695652173913043,0.16,69.0
non_defect,0.5227272727272727,1.0,0.6865671641791045,69.0
accuracy,0.5434782608695652,0.5434782608695652,0.5434782608695652,0.5434782608695652
macro avg,0.7613636363636364,0.5434782608695652,0.42328358208955225,138.0
weighted avg,0.7613636363636364,0.5434782608695652,0.4232835820895522,138.0
