,precision,recall,f1-score,support
defective,0.9370199692780338,0.9983633387888707,0.9667194928684627,611.0
non_defective,0.0,0.0,0.0,41.0
accuracy,0.9355828220858896,0.9355828220858896,0.9355828220858896,0.9355828220858896
macro avg,0.4685099846390169,0.49918166939443537,0.48335974643423135,652.0
weighted avg,0.8780969344001206,0.9355828220858896,0.9059288499120103,652.0
