model_name,accuracy,precision,recall,f1
nelder_mead,0.4855072463768116,0.4915254237288136,0.8405797101449275,0.6203208556149732
sgd,0.782608695652174,0.7746478873239436,0.7971014492753623,0.7857142857142857
adam,0.8405797101449275,0.8405797101449275,0.8405797101449275,0.8405797101449275
lbfgs,0.8188405797101449,0.8548387096774194,0.7681159420289855,0.8091603053435115
