,precision,recall,f1-score,support
defective,0.9371165644171779,1.0,0.9675376088677752,611.0
non_defective,0.0,0.0,0.0,41.0
accuracy,0.9371165644171779,0.9371165644171779,0.9371165644171779,0.9371165644171779
macro avg,0.46855828220858897,0.5,0.4837688044338876,652.0
weighted avg,0.8781874553050548,0.9371165644171779,0.9066955199665807,652.0
