,precision,recall,f1-score,support
defect,0.9310344827586207,0.782608695652174,0.8503937007874016,69.0
non_defect,0.8125,0.9420289855072463,0.87248322147651,69.0
accuracy,0.8623188405797102,0.8623188405797102,0.8623188405797102,0.8623188405797102
macro avg,0.8717672413793103,0.8623188405797102,0.8614384611319559,138.0
weighted avg,0.8717672413793103,0.8623188405797102,0.8614384611319558,138.0
