,precision,recall,f1-score,support
defect,1.0,0.8840579710144928,0.9384615384615385,69.0
non_defect,0.8961038961038961,1.0,0.9452054794520548,69.0
accuracy,0.9420289855072463,0.9420289855072463,0.9420289855072463,0.9420289855072463
macro avg,0.948051948051948,0.9420289855072463,0.9418335089567966,138.0
weighted avg,0.9480519480519481,0.9420289855072463,0.9418335089567966,138.0
