train_loss,val_loss,train_acc,val_acc
0.5699401924822395,0.4799344595791637,0.6977225672877847,0.8115942028985508
0.36339249768859355,0.281473105152448,0.8467908902691511,0.8985507246376812
0.36453662649198104,0.23839862493501193,0.8509316770186336,0.9855072463768116
0.33062595943486467,0.17460651371790015,0.8571428571428571,0.9855072463768116
0.22823114794974,0.2137820984142414,0.927536231884058,0.9565217391304348
0.2415148243153811,0.2677295618299125,0.9337474120082816,0.9130434782608695
0.27263944711744414,0.13193621281264484,0.8944099378881988,0.9855072463768116
0.2329700931320526,0.23064445196718408,0.9130434782608695,0.9420289855072463
0.17911835400460915,0.22638440995976544,0.9440993788819876,0.9420289855072463
0.18341976333232152,0.25413326379181683,0.9337474120082816,0.9130434782608695
0.19724605715299492,0.15582152013329492,0.9089026915113871,1.0
0.16431040947728523,0.14511953618215478,0.9316770186335404,0.9855072463768116
0.16513114802030301,0.13388816472412884,0.9440993788819876,0.9855072463768116
